frameid,x1,y1,x2,y2
417,915,464,944,484
418,920,470,946,488
419,921,477,947,494
420,926,482,950,499
421,928,488,952,504
422,930,493,953,509
423,933,498,955,516
424,933,503,960,519
425,934,509,961,525
426,939,514,961,530
427,943,519,966,534
428,943,526,965,540
429,944,533,966,547
430,946,538,968,552
431,950,544,970,559
432,950,549,973,564
433,952,556,974,571
434,954,562,976,575
435,953,568,977,583
436,954,575,979,589
437,956,581,979,595
438,957,585,981,601
439,961,592,984,606
440,958,599,983,614
441,961,608,983,622
442,963,615,984,628
443,962,620,988,634
444,965,626,989,640
445,966,636,987,649
446,967,642,990,654
447,967,650,989,662
448,966,656,989,668
449,969,665,989,678
450,967,670,990,684
451,970,679,991,693
452,967,685,992,699
453,968,693,990,706
454,969,701,992,715
455,968,709,991,722
456,967,717,990,730
457,967,723,990,739
458,967,731,990,745
459,967,739,988,754
460,968,747,988,763
461,964,755,989,771
462,963,763,988,780
463,962,772,985,788
464,960,781,984,794
465,959,790,981,806
466,955,798,981,816
467,953,806,978,820
468,953,804,978,820
469,953,801,976,816
470,952,797,974,818
471,952,794,973,817
472,951,792,970,817
473,950,790,971,816
474,946,790,967,816
475,943,791,966,816
476,943,793,963,816
477,940,794,960,820
478,936,794,958,819
479,934,794,954,818
480,932,797,952,818
481,926,799,950,818
482,925,804,949,820
483,923,806,945,820
484,918,807,942,821
485,920,810,941,821
486,918,808,939,821
487,917,809,938,821
488,915,808,936,822
489,917,810,934,821
490,917,810,935,821
491,917,810,935,821
492,917,810,935,821
493,917,810,935,821
494,917,810,935,821
495,917,810,935,821
496,917,810,935,821
497,917,810,935,821
498,917,810,935,821
499,917,810,935,821
500,917,810,935,821
501,917,810,935,821
502,917,810,935,821
503,917,810,935,821
504,917,810,935,821
505,917,810,935,821
506,917,810,935,821
507,917,810,935,821
508,917,810,935,821
509,917,810,935,821
510,917,810,935,821
511,917,810,935,821
512,917,810,935,821
513,917,810,935,821
514,917,810,935,821
515,917,810,935,821
516,917,810,935,821
517,917,810,935,821
518,917,810,935,821
519,917,810,935,821
520,917,810,935,821
521,917,810,935,821
522,917,810,935,821
523,917,810,935,821
524,917,810,935,821
525,917,810,935,821
526,917,810,935,821
527,917,810,935,821
528,917,810,935,821
529,917,810,935,821
530,917,810,935,821
531,917,810,935,821
532,917,810,935,821
533,917,810,935,821
534,917,810,935,821
535,917,810,935,821
536,917,810,935,821
537,917,810,935,821
538,917,810,935,821
539,917,810,935,821
540,917,810,935,821
541,917,810,935,821
542,917,810,935,821
543,917,810,935,821
544,917,810,935,821
545,917,810,935,821
546,917,810,935,821
547,917,810,935,821
548,917,810,935,821
549,917,810,935,821
550,917,810,935,821
551,917,810,935,821
552,917,810,935,821
553,917,810,935,821
554,917,810,935,821
555,917,810,935,821
556,917,810,935,821
557,917,810,935,821
558,917,810,935,821
559,917,810,935,821
560,917,810,935,821
561,917,810,935,821
562,917,810,935,821
563,917,810,935,821
564,917,810,935,821
565,917,810,935,821
566,917,810,935,821
567,917,810,935,821
568,917,810,935,821
569,917,810,935,821
570,917,810,935,821
571,917,810,935,821
572,917,810,935,821
