frameid,x1,y1,x2,y2
369,988,565,1016,582
370,987,567,1015,582
371,989,567,1015,583
372,988,569,1014,584
373,987,570,1013,586
374,987,571,1012,586
375,985,573,1013,588
376,984,572,1011,589
377,985,575,1013,591
378,985,574,1012,591
379,985,575,1011,592
380,981,576,1010,593
381,981,578,1010,595
382,980,579,1009,596
383,980,578,1006,597
384,981,579,1006,599
385,979,582,1005,599
386,979,581,1005,600
387,979,582,1006,602
388,978,584,1005,603
389,978,585,1004,603
390,978,586,1006,604
391,977,588,1004,605
392,979,588,1006,605
393,980,589,1006,606
394,979,590,1006,608
395,980,592,1005,608
396,979,592,1007,609
397,981,593,1006,611
398,982,595,1008,612
399,981,595,1009,615
400,985,598,1010,615
401,988,599,1011,614
402,989,601,1011,615
403,988,599,1012,617
404,989,599,1013,618
405,990,601,1013,618
406,991,603,1014,618
407,991,602,1014,618
408,994,604,1017,619
409,998,604,1021,619
410,995,607,1019,620
411,998,609,1018,622
412,999,610,1022,624
413,1001,612,1023,626
414,1002,613,1024,628
415,1003,615,1026,629
416,1003,617,1027,631
417,1005,619,1027,633
418,1006,622,1029,634
419,1005,623,1031,638
420,1011,628,1033,644
421,1009,629,1036,645
422,1010,631,1035,647
423,1011,633,1035,648
424,1013,634,1035,649
425,1014,639,1036,652
426,1014,641,1037,655
427,1016,646,1038,659
428,1018,649,1037,662
429,1018,652,1038,666
430,1019,656,1040,669
431,1020,659,1042,674
432,1021,663,1042,677
433,1021,666,1041,679
434,1023,670,1044,683
435,1028,673,1046,687
436,1029,677,1045,691
437,1024,683,1046,694
438,1025,686,1045,700
439,1026,691,1048,705
440,1028,696,1047,708
441,1027,701,1048,714
442,1029,706,1049,720
443,1028,708,1050,723
444,1030,713,1050,729
445,1030,718,1052,734
446,1030,722,1053,737
447,1032,727,1054,740
448,1033,732,1056,746
449,1035,736,1055,751
450,1037,741,1058,756
451,1036,746,1059,759
452,1039,750,1059,766
453,1042,757,1062,769
454,1042,761,1062,776
455,1043,764,1064,780
456,1046,772,1067,785
457,1044,775,1070,795
458,1049,783,1072,800
459,1050,790,1075,809
460,1049,795,1075,812
461,1049,796,1076,811
462,1052,794,1073,809
463,1053,790,1073,809
464,1053,788,1073,810
465,1054,789,1073,809
466,1055,789,1073,809
467,1055,789,1073,808
468,1056,788,1073,809
469,1055,787,1072,810
470,1056,786,1073,809
471,1056,786,1073,807
472,1056,787,1073,806
473,1055,786,1074,808
474,1056,787,1075,808
475,1057,787,1071,807
476,1057,788,1072,806
477,1054,786,1074,807
478,1055,788,1073,806
479,1054,788,1073,809
480,1055,787,1073,806
481,1054,788,1073,808
482,1056,788,1073,808
483,1056,788,1072,807
484,1056,788,1074,811
485,1057,788,1076,808
486,1056,789,1075,810
487,1057,792,1076,808
488,1057,791,1080,809
489,1059,795,1080,810
490,1059,797,1081,809
491,1059,799,1079,810
492,0,0,0,0
493,0,0,0,0
494,0,0,0,0
495,0,0,0,0
496,0,0,0,0
497,0,0,0,0
498,0,0,0,0
499,0,0,0,0
500,0,0,0,0
501,0,0,0,0
502,0,0,0,0
503,0,0,0,0
504,0,0,0,0
505,0,0,0,0
506,0,0,0,0
507,0,0,0,0
508,0,0,0,0
509,0,0,0,0
510,0,0,0,0
511,0,0,0,0
512,0,0,0,0
513,0,0,0,0
514,0,0,0,0
515,0,0,0,0
516,0,0,0,0
517,0,0,0,0
518,0,0,0,0
519,0,0,0,0
520,0,0,0,0
521,0,0,0,0
522,0,0,0,0
523,0,0,0,0
524,0,0,0,0
525,0,0,0,0
526,0,0,0,0
527,0,0,0,0
528,0,0,0,0
529,0,0,0,0
530,0,0,0,0
531,0,0,0,0
532,0,0,0,0
533,0,0,0,0
534,0,0,0,0
535,0,0,0,0
536,0,0,0,0
537,0,0,0,0
538,0,0,0,0
539,0,0,0,0
540,0,0,0,0
541,0,0,0,0
542,0,0,0,0
543,0,0,0,0
544,0,0,0,0
545,0,0,0,0
546,0,0,0,0
547,0,0,0,0
548,0,0,0,0
549,0,0,0,0
550,0,0,0,0
551,0,0,0,0
552,0,0,0,0
553,0,0,0,0
554,0,0,0,0
555,0,0,0,0
556,0,0,0,0
557,0,0,0,0
558,0,0,0,0
559,0,0,0,0
560,0,0,0,0
561,0,0,0,0
562,0,0,0,0
563,0,0,0,0
564,0,0,0,0
565,0,0,0,0
566,0,0,0,0
567,0,0,0,0
568,0,0,0,0
569,0,0,0,0
570,0,0,0,0
571,0,0,0,0
572,0,0,0,0
573,0,0,0,0
574,0,0,0,0
575,0,0,0,0
576,0,0,0,0
577,0,0,0,0
578,0,0,0,0
579,0,0,0,0
580,0,0,0,0
581,0,0,0,0
582,0,0,0,0
583,0,0,0,0
584,0,0,0,0
585,0,0,0,0
